text,label,category,is_mixed
Outstanding — the driver even helped carry the heavy box.,4,positive,0
Order mixed up with another customer,2,wrong_order,0
Delivery happened today.,4,positive,1
Got a duplicate of one item and missing another.,2,wrong_order,0
Driver refused to carry package to my floor.,3,driver_conduct,0
No knock or ring — package left on the street.,3,driver_conduct,0
Driver called ahead and followed all instructions perfectly.,4,positive,0
"item smashed, looks loke it was thrown around",1,damage,0
Waited 88 extra minutes because of road congestion,0,delay,0
package status changed to deliveref.,4,positive,1
driver left package outside in the rain without notification,3,driver_conduct,0
traffic caused a 51-minute delay. please improve routing.,0,delay,0
Delivery happened today.,4,positive,1
package status changed to delivered.,4,positive,1
item substituted without my consent.,2,wrong_order,0
"package was a bit late but arrived in perfect condiyion, no complaints.",0,delay,1
"Food spilled inside the bag, everything was wet.",1,damage,0
took 23 mins longer than usual but driver was very polite about the delay.,3,driver_conduct,1
Driver left package outside in the rain without notification.,3,driver_conduct,0
My delivery was 32 minutes late with no notification.,0,delay,0
Package status changef to delivered,4,positive,1
Multiple items broken. Needs urgent replacement.,1,damage,0
Order update receivef.,4,positive,1
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
"Food spilled inside the bag, everything was wet.",4,positive,0
very slow delivery today — 47 minute delay on a shirt route.,0,delay,0
Took 26 minutes longer than usual but driver was very polite about the delat.,0,delay,1
Item was broken in transit — packaging was inadequate.,1,damage,0
"delivery running late again, 75 min behind schedule",0,delay,0
"item smashed, looks like it was thrown around",1,damage,0
Medicine package was opened and tampered with.,1,damage,0
order was 52 minutes late and the box arrivrd damaged!,0,delay,1
Took 85 mins longer than usual but driver was very polite about the delay.,0,delay,1
Took 84 minutes longer than usual but driver was very polite about the delay.,4,positive,1
"Perfect delivery — no issues at all, great experience.",4,positive,0
no knick or ring — package left on the street.,3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
superb service! will definitely use again!,4,positive,0
Driver was rude and argumentative at the door.,3,driver_conduct,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Traffic caused a 70-minute delay. pls improve routing.,0,delay,0
"Expected in 20 mins, arrived after 39 mins total.",0,delay,0
Two out of five items missing from the delivery!,2,wrong_order,0
missing one item but the driver apologizrd and was professional.,2,wrong_order,1
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
driver was rude and argumentative at the door.,3,driver_conduct,0
Package arrived completely crushed.,1,damage,0
took 57 minutes longer than usual but driver was very polite about the delay.,0,delay,1
no knock or ring — package left on the strret.,3,driver_conduct,0
took 65 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Laptop corner dented — poor handling during delivery,1,damage,0
Waited 68 extra minutes because of road congestion.,0,delay,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Order took over 34 minutes due to heavy traffic.,0,delay,0
"Package was a bit late but arrived in perfect condition, no complaints!",0,delay,1
My deliveey was 67 minutes late with no notification.,0,delay,0
"Food spilled inside the bag, everything was wet.",1,damage,0
Laptop corner dented — poor handling during delivery.,1,damage,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Got my package.,4,positive,1
Driver gave me the wrong irder and was dismissive when I asked.,2,wrong_order,1
laptop corner dented — poor handling during delivery.,1,damage,0
"Delivery was significantly delayed, arriving 43 mins past ETA",0,delay,0
Outstanding — the driver even helped carry the heavy box.,4,positive,0
Great communication throughout the delivery process,4,positive,0
"box looked a liytle dented but everything inside was fine, driver was great.",1,damage,1
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
My delivery was 23 minutes late with no notification.,0,delay,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Excellent service! Delivery arrived 10 minutes early,4,positive,0
"really happy with this delivery, driver was super nice",4,positive,0
Package status changed to felivered.,0,delay,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Got a duplicate of one item and missing another.,2,wrong_order,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
medicine package was opened and tampered with.,1,damage,0
Took 66 minutes longer than usual but driver was very polite about the delay!,0,delay,1
"item smashed, looks like it was thrown around",1,damage,0
wrong product delivered. barcode doesn't match my order.,2,wrong_order,0
Item waa broken in transit — packaging was inadequate.,1,damage,0
Order was 66 minutes late AND the box arrived damaged.,0,delay,1
driver was polite and very helpful.,4,positive,0
package arrived in perfect condition. thank you!,4,positive,0
Took 53 minutes longer than usual but driver was very polite about the delay.,3,driver_conduct,1
My delivery was 78 minutes late with no notification.,0,delay,0
no knock or ring — package left on the streey.,3,driver_conduct,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
guy was so rude when i asked him to waiy a sec,3,driver_conduct,0
"Wrong iyem delivered, and it was also crushed in the bag!",2,wrong_order,1
Got my package,4,positive,1
"Box looked a little dented but everything inside was fine, deiver was great",1,damage,1
wrong product delivered. barcode doesn't match my order.,0,delay,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Took 27 minutes longer than usual but driver was very polite about the delay!,0,delay,1
excellent service! delivery arrived 10 minutes early,4,positive,0
"package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
Ordee was 50 minutes late AND the box arrived damaged.,0,delay,1
Received the order as scheduled.,4,positive,1
Took 36 minutes longer than usual but driver was very polite about the delay.,0,delay,1
"Expected in 20 mins, arrived after 41 minutes total.",0,delay,0
Package arrived completely crushed!,1,damage,0
Got my package.,3,driver_conduct,1
Box was torn open and contenys were damaged.,4,positive,0
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
"really happy with this delivery, deiver was super nice",4,positive,0
Driver came by earlier.,4,positive,1
Driver left package outside in the rain without notification.,3,driver_conduct,0
"nissing half my stuff, only got 2 of 4 items",2,wrong_order,0
Delivery person did not follow comtactless instructions.,3,driver_conduct,0
delivery confirmed at the door.,4,positive,1
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"wrong item delivered, and it was also crushed in the bag",2,wrong_order,1
No knock or ring — package left on the street.,3,driver_conduct,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
Package status changed to delivered.,4,positive,1
late again — driver took 54 minutes longer than expected.,0,delay,0
driver was 53 min late and also quite rude about it.,0,delay,1
Driver marked deliveref but never arrived.,3,driver_conduct,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
"delivery running late again, 32 min behind schedule",0,delay,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
My delivery was 47 minutes late with no notification.,0,delay,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
took 48 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Orfer was processed and delivered!,4,positive,1
Superb service. Will definitely use again.,4,positive,0
"Wrong item delivered, and it was also crushed in the bag!",2,wrong_order,1
two out of fivr items missing from the delivery,2,wrong_order,0
Box was torn open and contents were damaged.,1,damage,0
Medicine package was opened and tampered with.,0,delay,0
package status changed to delivered,4,positive,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Felivery person did not follow contactless instructions.,3,driver_conduct,0
Driver left package outside in the rain without notification.,3,driver_conduct,0
traffic caused a 31-minute delay. please improve routing.,0,delay,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
"Carton dented heavily, product inside damaged!",1,damage,0
Wrong product delivered. Barcode doesn't match my order,2,wrong_order,0
"delivery running late again, 81 min behind schedule",0,delay,0
great communication throughout the delivery process.,4,positive,0
Completely wrong order arroved at my address.,2,wrong_order,0
